book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_21,1,ROI_16.png,44980,260,173,0.0,[],['NONE'],[],0,[],{},[]
T_21,1,ROI_19.png,485892,594,818,0.0,[],['NONE'],[],0,[],{},[]
T_21,1,ROI_20.png,506540,620,817,0.155,"['haddock', 'snowy']","[0.915, 0.834]",[0.935],1,['1'],{0: 'haddock'},"['ah, the merry month of May. spring the sweet spring. ']"
T_21,1,ROI_21.png,496736,608,817,0.337,"['haddock', 'tintin']","[0.956, 0.934]","[0.96, 0.878]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['the chorus of birds. the wood. land flowers. the fragrant. perfumes. the sweet-s. melling Breathe deeply, Fill your lungs with fresh air. air so pure and sparkling you could drink it! ', 'UNKNOWN']"
T_21,1,ROI_22.png,297104,496,599,0.278,"['haddock', 'tintin']","[0.971, 0.904]","[0.899, 0.835]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""As far as perfume goes. i wouldn't call exactly fragrant. "", ""you're right! ""]"
T_21,1,ROI_23.png,427087,713,599,0.247,[],['NONE'],[0.849],1,[],{0: 'NaN'},['No wonder look at that disgusting rubbish. dump. from every in the neighbourhood is chucked over there. ']
T_21,1,ROI_24.png,364800,608,600,0.266,"['haddock', 'tintin']","[0.948, 0.936]","[0.917, 0.908]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['gipsies. ', 'Good heavens. some people seem to be attracted fantastic! ']"
T_21,1,ROI_25.png,306600,511,600,0.146,"['haddock', 'tintin']","[0.955, 0.816]",[0.845],1,['1'],{0: 'haddock'},['No sense of hygiene. the guttersnipes. incredible! ']
T_21,1,ROI_26.png,481988,806,598,0.0,[],['NONE'],[],0,[],{},[]
T_21,1,ROI_27.png,300196,502,598,0.142,"['tintin', 'haddock']","[0.974, 0.941]",[0.901],1,['1'],{0: 'tintin'},['ssh. listen! That sounds like a child crying ']
