book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_17,1,ROI_18.png,1401631,1837,763,0.219,[],['NONE'],[0.724],1,[],{0: 'NaN'},"[""The first manned rocket, bound for the Moon, has just been launched from the Sprodj being made to establish radio contact with the rocket's passengers out in space. Tintin and his friends have fainted acceleration on launching. Their recovery is anxiously awaited. the they receive no message ""]"
T_17,1,ROI_19.png,321406,593,542,0.196,[],['NONE'],[0.817],1,[],{0: 'NaN'},['This is Earth calling Are you receiving me? calling Moon-Rocket. ']
T_17,1,ROI_20.png,272043,501,543,0.341,[],['NONE'],"[0.939, 0.929]",2,[],"{0: 'NaN', 1: 'NaN'}","['earth. calling Earth calling ', ""Suppose we've made a mistake in our calculation! appalling! ""]"
T_17,1,ROI_21.png,386240,710,544,0.163,[],['NONE'],[0.847],1,[],{0: 'NaN'},"[""they, Lucifer, it's a bad blow for us if 're all dead! ""]"
T_17,1,ROI_22.png,1074138,1833,586,0.0,[],['NONE'],[],0,[],{},[]
T_17,2,ROI_28.png,432160,730,592,0.0,[],['NONE'],[],0,[],{},[]
T_17,2,ROI_29.png,134423,229,587,0.206,[],['NONE'],[0.908],1,[],{0: 'NaN'},['Moon-Rocket. are you receiving me? ']
T_17,2,ROI_30.png,226582,386,587,0.141,[],['NONE'],[0.942],1,[],{0: 'NaN'},"[""The dog! It's their dog answering! ""]"
T_17,2,ROI_31.png,124558,434,287,0.0,['tintin'],[0.872],[],0,[],{},[]
T_17,2,ROI_32.png,124124,434,286,0.0,[],['NONE'],[],0,[],{},[]
T_17,2,ROI_33.png,245280,420,584,0.421,"['tintin', 'snowy']","[0.9, 0.893]","[0.938, 0.6]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""snowy! D'you want to Why, what's happened to me? Oh yes launching. frightful crushing was well and truly knocked out. "", '0-25 ']"
T_17,2,ROI_34.png,226592,388,584,0.353,['tintin'],[0.937],"[0.917, 0.881]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""Earth! It's Earth calling us. "", 'earth. calling moon- are you receiving me? ']"
T_17,2,ROI_35.png,282452,482,586,0.0,[],['NONE'],[],0,[],{},[]
T_17,2,ROI_36.png,285382,487,586,0.31,['haddock'],[0.965],[0.97],1,['1'],{0: 'haddock'},"[""I'm very well, thanks! But you aren't seriously trying to make me believe we're on the way to the Moon, are you? ""]"
T_17,2,ROI_37.png,412188,701,588,0.18,[],['NONE'],[0.895],1,[],{0: 'NaN'},"[""and Wolff too So we're all safe and sound What is our position please? ""]"
T_17,2,ROI_38.png,232056,396,586,0.345,[],['NONE'],[0.931],1,[],{0: 'NaN'},"['Earth to Moon-Rocket You are now 2,500 miles from Earth. Your exactly estimated. ']"
T_17,2,ROI_39.png,406684,694,586,0.317,"['haddock', 'calculus', 'tintin']","[0.947, 0.915, 0.909]",[0.863],1,['1'],{0: 'calculus'},"[""Two thousand five hundred miles from Earth! Do you realise what an extraordinary adventure It's unbelievable! It makes one's head spin! ""]"
T_17,2,ROI_40.png,262694,446,589,0.506,"['haddock', 'calculus']","[0.951, 0.937]",[0.912],1,['1'],{0: 'haddock'},"[""Well, my head's not spinning, anyway!. This thing. is nothing but hocus-pocus and jiggery - pokery! You're just acting mean you're pull my leg. again. ""]"
T_17,2,ROI_41.png,273542,466,587,0.18,"['haddock', 'calculus']","[0.961, 0.958]",[0.939],1,['1'],{0: 'calculus'},"['So you doubt my word, eh? ']"
T_17,2,ROI_42.png,517142,878,589,0.048,"['haddock', 'calculus', 'snowy']","[0.903, 0.853, 0.729]",[0.86],1,['1'],{0: 'snowy'},['golly! look over there! ']
T_17,3,ROI_44.png,521843,889,587,0.094,"['haddock', 't-t', 'tintin', 't-t']","[0.957, 0.924, 0.887, 0.772]",[0.9],1,['1'],{0: 't-t'},['oh. so here you all are. Whatever happened? ']
