book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_16,1,ROI_15.png,89698,298,301,0.0,[],['NONE'],[],0,[],{},[]
T_16,1,ROI_17.png,350865,621,565,0.0,[],['NONE'],[],0,[],{},[]
T_16,1,ROI_18.png,302840,536,565,0.245,[],['NONE'],"[0.932, 0.869]",2,[],"{0: 'NaN', 1: 'NaN'}","['Hello there, nestor ', ""ah It's the master. And Mr. Tintin! How good to see you home again. ""]"
T_16,1,ROI_19.png,322050,570,565,0.427,"['tintin', 'haddock']","[0.908, 0.873]","[0.912, 0.873]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","['fine, thank you nestor. all well?. see the house has been painted. how. is Professor Calculus? to see- ing him. ', 'I hope. you are well, sir trip 2. ']"
T_16,1,ROI_20.png,307944,546,564,0.231,"['haddock', 'snowy', 'tintin']","[0.914, 0.882, 0.804]","[0.929, 0.716]",2,"['1', '2']","{0: 'haddock', 1: 'snowy'}","['calculus has ', ""Professor Calculus? hasn't he written. to you. 2 three. weeks ago ""]"
T_16,1,ROI_21.png,303996,539,564,0.515,"['haddock', 'tintin']","[0.964, 0.884]","[0.877, 0.676]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""Yes sir. gentleman with a foreign accent they had a long talk. Then the professor packed his luggage and went away, together. He said he would write to you.. I'm very sur- prised he hasn't! "", ""well I'm ""]"
T_16,1,ROI_22.png,152010,270,563,0.0,['snowy'],[0.877],[],0,[],{},[]
T_16,1,ROI_23.png,198948,354,562,0.449,['haddock'],[0.951],[0.888],1,[],{0: 'NaN'},"[""hello?. no, haddock no, he's that speak- No, he But who's speaking? hello? hello?. ""]"
T_16,1,ROI_24.png,339000,600,565,0.354,"['haddock', 'tintin']","[0.94, 0.891]","[0.905, 0.62]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['how odd! l thope no- thing has to Professor shall we have a look round. his room? ', ""hello?. hello? He's rung of the nitwit talked double! Dutch hello? hello?. ""]"
T_16,1,ROI_25.png,344128,608,566,0.227,"['haddock', 'snowy']","[0.778, 0.714]","[0.908, 0.726]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""We'd better look "", 'When I went in this morning to air nothing. the room, I noticed unusual ']"
T_16,1,ROI_26.png,296018,523,566,0.118,"['haddock', 'tintin', 'snowy']","[0.938, 0.843, 0.784]","[0.901, 0.778]",2,"['1', '2']","{0: 'tintin', 1: 'snowy'}","['look at snowy ', 'grrr garr ']"
T_16,2,ROI_29.png,254476,452,563,0.08,"['haddock', 'tintin', 'snowy']","[0.92, 0.903, 0.79]","[0.911, 0.851]",2,"['1', '2']","{0: 'haddock', 1: 'snowy'}","['careful! ', 'grrrr ']"
T_16,2,ROI_30.png,289845,513,565,0.018,"['haddock', 'tintin', 'snowy']","[0.964, 0.878, 0.867]",[0.92],1,['1'],{0: 'tintin'},['?']
T_16,2,ROI_31.png,138180,420,329,0.0,[],['NONE'],[],0,[],{},[]
T_16,2,ROI_32.png,184190,326,565,0.0,['snowy'],[0.703],[],0,[],{},[]
T_16,2,ROI_33.png,92199,421,219,0.0,[],['NONE'],[],0,[],{},[]
T_16,2,ROI_34.png,108547,551,197,0.084,['t-t'],[0.726],"[0.843, 0.747]",2,[],"{0: 'NaN', 1: 'NaN'}","['0 0 0 0 0 0 ', 'UNKNOWN']"
T_16,2,ROI_35.png,302331,537,563,0.21,['haddock'],[0.909],"[0.881, 0.733]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""For me? already. Who knows I'm home. 2. "", 'a telegram for you, sir. ']"
T_16,2,ROI_36.png,359832,638,564,0.0,[],['NONE'],[],0,[],{},[]
T_16,2,ROI_37.png,192299,551,349,0.282,"['haddock', 'tintin']","[0.952, 0.895]",[0.793],1,['1'],{0: 'haddock'},"[""No, there's nothing unusual in his room. What is it, Nestor? ""]"
T_16,2,ROI_38.png,279675,495,565,0.417,"['haddock', 'tintin']","[0.957, 0.919]","[0.951, 0.925]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""It's very odd. he asks us to join him. shall we go? "", ""In Syldavia in Syldavia! what's the crazy fellow doing there? ""]"
T_16,2,ROI_39.png,314712,558,564,0.178,"['haddock', 'snowy', 'tintin', 't-t']","[0.946, 0.936, 0.926, 0.768]",[0.807],1,['1'],{0: 'haddock'},"[""of course. Nonseed to take the bags. upstairs, Nestor. we're leaving at once. ""]"
T_16,2,ROI_40.png,378226,673,562,0.0,[],['NONE'],[],0,[],{},[]
T_16,2,ROI_41.png,277415,491,565,0.539,"['haddock', 'tintin']","[0.932, 0.92]","[0.914, 0.859]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""You've read this brochure on syldavia? What a country! they. export mineral. water, the poisoners! say, you're very preoccupied. "", 'wrigie, Di did he promise to and then not do 502 ']"
T_16,2,ROI_42.png,320355,567,565,0.498,"['haddock', 'tintin']","[0.947, 0.923]","[0.913, 0.632]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""I'm not so sure. what terious telephone have we that he sent the telegram? then, remember that mys- call someone wanted to get us out of the house "", 'He wired us it comes. to the thing. same ']"
T_16,2,ROI_43.png,379220,670,566,0.238,"['haddock', 'tintin']","[0.951, 0.874]","[0.914, 0.828]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['?', ""Blistering barnacles, it's true I hadn't thought of that he's quite character, our friend Calculus a ""]"
T_16,3,ROI_45.png,305016,537,568,0.174,"['haddock', 'snowy']","[0.957, 0.721]","[0.975, 0.7]",2,"['1', '2']","{0: 'haddock', 1: 'snowy'}","[""ah, that's very kind "", 'your whisky, ']"
T_16,3,ROI_46.png,353184,624,566,0.088,[],['NONE'],"[0.62, 0.618]",2,[],"{0: 'NaN', 1: 'NaN'}","['?', 'stop, woman. ']"
T_16,3,ROI_47.png,324318,573,566,0.18,['haddock'],[0.947],[0.755],1,['1'],{0: 'haddock'},['What are you doing not one of that disgusting mineral- water in my whisky ']
T_16,3,ROI_48.png,154512,444,348,0.0,[],['NONE'],[],0,[],{},[]
T_16,3,ROI_49.png,311315,551,565,0.0,[],['NONE'],[],0,[],{},[]
T_16,3,ROI_50.png,417708,738,566,0.099,['haddock'],[0.914],[0.907],1,['1'],{0: 'haddock'},['wonder if Calculus is here to meet us ']
T_16,3,ROI_51.png,88600,443,200,0.453,[],['NONE'],[0.884],1,[],{0: 'NaN'},"[""know, ladies and gentlemen's career. insuffrey plebets. en ""]"
T_16,3,ROI_52.png,442827,781,567,0.28,['haddock'],[0.914],"[0.876, 0.699]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['me? nothing at all! ', ""no, I don't see him anywhere. He must have received our telegram. by now. well, sell. Here we are at the Customs. any's ithing to declare. Captain : ""]"
T_16,3,ROI_53.png,247596,439,564,0.263,"['haddock', 'tintin']","[0.955, 0.796]",[0.962],1,[],{0: 'NaN'},"[""And this? spirits There's a heavy import duty, zir. only imineral-water here in Syldavia. ""]"
T_16,3,ROI_54.png,286567,509,563,0.273,"['tintin', 'haddock']","[0.948, 0.94]","[0.884, 0.783]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","[""875. Khors import duty bunch. of pirates! In our money that'd be "", ""Strange. I don't see calculus ""]"
T_16,3,ROI_55.png,93248,496,188,0.275,[],['NONE'],[0.77],1,[],{0: 'NaN'},"['All passports, please. ']"
T_16,3,ROI_56.png,280736,496,566,0.401,"['haddock', 'tintin']","[0.963, 0.789]","[0.959, 0.864]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""a Calculus has sent car for us. That's kind of him. good we'll follow you "", 'your friend. err. not able to come. he send car. you come with me. ']"
T_16,3,ROI_57.png,189731,337,563,0.259,"['haddock', 'tintin']","[0.948, 0.785]","[0.943, 0.903]",2,['2'],"{0: 'NaN', 1: 'tintin'}","['Already in the car, zir. ', 'wait. What about our luggage 2 ']"
