book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_07,1,ROI_12.png,444960,824,540,0.0,"['tintin', 'snowy']","[0.886, 0.822]",[],0,[],{},[]
T_07,1,ROI_13.png,291599,541,539,0.07,"['tintin', 'snowy']","[0.842, 0.813]",[0.956],1,['1'],{0: 'tintin'},['a plane in trouble? ']
T_07,1,ROI_14.png,266848,496,538,0.049,['tintin'],[0.909],[0.876],1,['1'],{0: 'tintin'},['Sounds bad. ']
T_07,1,ROI_15.png,237618,614,387,0.0,['tintin'],[0.895],[],0,[],{},[]
T_07,1,ROI_16.png,276045,717,385,0.142,['tintin'],[0.926],[0.603],1,['1'],{0: 'tintin'},"[""It's probably private aircraft. a ""]"
T_07,1,ROI_17.png,202224,528,383,0.0,['tintin'],[0.864],[],0,[],{},[]
T_07,1,ROI_18.png,510016,832,613,0.184,[],['NONE'],"[0.949, 0.921]",2,[],"{0: 'NaN', 1: 'NaN'}","['Will it take long to fix? ', 'no, only a few nothing minutes. seriously wrong. ']"
T_07,1,ROI_19.png,270333,441,613,0.15,"['tintin', 'snowy']","[0.957, 0.871]",[0.904],1,['1'],{0: 'tintin'},"[""why, it's am. unregistered plane. ""]"
T_07,1,ROI_20.png,359775,585,615,0.18,[],['NONE'],"[0.952, 0.947]",2,[],"{0: 'NaN', 1: 'NaN'}","['Too bad for him! you know our orders. ', 'someone. coming, Mick ']"
T_07,1,ROI_21.png,425340,695,612,0.099,['tintin'],[0.923],[0.878],1,['1'],{0: 'tintin'},['are you cain. ']
T_07,1,ROI_22.png,281671,461,611,0.0,[],['NONE'],[],0,[],{},[]
T_07,1,ROI_23.png,433391,707,613,0.0,[],['NONE'],[],0,[],{},[]
T_07,2,ROI_25.png,289520,470,616,0.272,[],['NONE'],"[0.937, 0.762]",2,[],"{0: 'NaN', 1: 'NaN'}","[""lucky. The bullet. only grazed a rib. He'll be up and about days. "", 'Well, doctor? ']"
T_07,2,ROI_26.png,138990,226,615,0.139,[],['NONE'],[0.925],1,[],{0: 'NaN'},"['excuse me, nurse. ']"
T_07,2,ROI_27.png,335104,544,616,0.155,"['t-t', 't-t']","[0.948, 0.936]","[0.929, 0.799]",2,['2'],"{0: 'NaN', 1: 't-t'}","['you can go in ', 'can we see Tintin, please? ']"
T_07,2,ROI_28.png,379456,616,616,0.258,"['t-t', 'tintin']","[0.869, 0.748]","[0.908, 0.765]",2,"['1', '2']","{0: 't-t', 1: 'tintin'}","['look here : are you absolutely sure the plane had no registration marks? ', 'quite certain ']"
T_07,2,ROI_29.png,367800,600,613,0.175,"['t-t', 'tintin', 't-t']","[0.956, 0.815, 0.765]",[0.916],1,['1'],{0: 't-t'},"[""To be precise : the whole'thing looks like me, very fishy. ""]"
T_07,2,ROI_30.png,247248,404,612,0.2,['t-t'],[0.977],[0.919],1,['1'],{0: 't-t'},"['telephone, please, for Mr Thomson or mn. thompson. ']"
T_07,2,ROI_31.png,226810,370,613,0.492,"['t-t', 't-t']","[0.965, 0.88]",[0.932],1,['1'],{0: 't-t'},"[""hello? psychology. 2 Yes sir, Thomp- son, with a p. as in from eastdown 2 last. night yes sir, if we'll leave at once. ""]"
T_07,2,ROI_32.png,290700,475,612,0.322,"['t-t', 'tintin']","[0.958, 0.87]",[0.922],1,['1'],{0: 't-t'},"[""We're going back to england. plane crashed last night place called East- near a down, in Sussex. Goodbye. ""]"
T_07,2,ROI_33.png,180516,294,614,0.143,['tintin'],[0.771],[0.964],1,['1'],{0: 'tintin'},"['Goodbye, and watch your step! ']"
T_07,2,ROI_34.png,360444,588,613,0.03,"['t-t', 't-t']","[0.976, 0.945]",[0.875],1,['1'],{0: 't-t'},['thanks ']
T_07,2,ROI_35.png,206244,337,612,0.0,['tintin'],[0.728],[],0,[],{},[]
T_07,2,ROI_36.png,217160,356,610,0.37,"['t-t', 't-t']","[0.917, 0.793]","[0.896, 0.825]",2,[],"{0: 'NaN', 1: 'NaN'}","['Tobe precise : speak for your- ', ""why can't you look where you're going? ""]"
T_07,2,ROI_37.png,162870,267,610,0.467,"['tintin', 'snowy']","[0.9, 0.771]",[0.855],1,['1'],{0: 'tintin'},"[""eastdown if only. 1st can't be helped. if simply must go never. orders. ""]"
T_07,2,ROI_38.png,332100,540,615,0.071,['tintin'],[0.843],[0.869],1,['1'],{0: 'tintin'},"['Goodbye, nurse many thanks ']"
T_07,2,ROI_39.png,338314,551,614,0.323,[],['NONE'],"[0.91, 0.858]",2,[],"{0: 'NaN', 1: 'NaN'}","[""rity they didn't Finish him off while they were about it. "", ""ach' The silly fools d' you think they shot at last night? rintin. ""]"
T_07,2,ROI_40.png,470324,766,614,0.019,"['snowy', 'tintin']","[0.864, 0.7]",[0.938],1,[],{0: 'NaN'},['look ']
T_07,3,ROI_42.png,397965,645,617,0.0,[],['NONE'],[],0,[],{},[]
T_07,3,ROI_43.png,277200,450,616,0.0,['tintin'],[0.828],[],0,[],{},[]
T_07,3,ROI_44.png,106836,174,614,0.0,[],['NONE'],[],0,[],{},[]
T_07,3,ROI_45.png,353664,576,614,0.035,['tintin'],[0.919],[0.698],1,['1'],{0: 'tintin'},['?']
T_07,3,ROI_46.png,289990,470,617,0.092,[],['NONE'],[0.87],1,[],{0: 'NaN'},['Why have we stopped? ']
