book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_18,1,ROI_17.png,226644,374,606,0.0,[],['NONE'],[],0,[],{},[]
T_18,1,ROI_18.png,244620,405,604,0.0,"['snowy', 't-t']","[0.827, 0.706]",[],0,[],{},[]
T_18,1,ROI_19.png,315810,522,605,0.318,[],['NONE'],[0.957],1,[],{0: 'NaN'},"['Hello?. hello 2 No. Madann, this 421, Madam. ']"
T_18,1,ROI_20.png,283002,467,606,0.048,"['t-t', 'snowy']","[0.891, 0.735]",[0.939],1,[],{0: 'NaN'},['0 2 ']
T_18,1,ROI_21.png,216125,325,665,0.171,['snowy'],[0.722],[0.958],1,[],{0: 'NaN'},"[""That's about the tenth time. ""]"
T_18,1,ROI_22.png,204867,309,663,0.055,[],['NONE'],[0.845],1,[],{0: 'NaN'},['again? ']
T_18,1,ROI_23.png,128310,470,273,0.473,[],['NONE'],[0.812],1,[],{0: 'NaN'},"['hello? no, I I am not Mr. Cutts. the butcher! il beg your pardon? ']"
T_18,1,ROI_24.png,442890,666,665,0.359,"['haddock', 'tintin', 'snowy']","[0.88, 0.876, 0.862]","[0.925, 0.757]",2,['2'],"{0: 'NaN', 1: 'haddock'}","[""That's what you say, Cap- tain. but. "", ""And from now on all l want is my daily stroll. No more travels or adventures no more careering all round the world I've ""]"
T_18,1,ROI_25.png,175112,472,371,0.418,[],['NONE'],[0.849],1,[],{0: 'NaN'},"[""oh! excuse me, 1. Captain Haddock? er. He's gone for a walk. ""]"
T_18,1,ROI_26.png,298152,492,606,0.319,"['tintin', 'haddock']","[0.921, 0.821]",[0.959],1,['1'],{0: 'haddock'},"[""to settle down in peace no, this time I'm quite serious all want now is and quiet. ""]"
T_18,1,ROI_27.png,464962,766,607,0.119,"['tintin', 'snowy']","[0.959, 0.788]",[0.904],1,[],{0: 'NaN'},"['ah, peace and quiet. how quiet. it is here. just-Listen to it ']"
T_18,1,ROI_28.png,324745,535,607,0.065,['tintin'],[0.921],"[0.864, 0.773]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['?', '?']"
T_18,2,ROI_30.png,372680,616,605,0.291,['tintin'],[0.921],"[0.964, 0.702]",2,['2'],"{0: 'NaN', 1: 'tintin'}","[""yes, it's high tinie. we back to the house. "", 'So much for your peace and quiet, captain. look over there. a big storm. brei wing ']"
T_18,2,ROI_31.png,413488,688,601,0.0,[],['NONE'],[],0,[],{},[]
T_18,2,ROI_32.png,293889,489,601,0.0,"['tintin', 'haddock', 'snowy']","[0.909, 0.901, 0.756]",[],0,[],{},[]
T_18,2,ROI_33.png,237790,790,301,0.0,['haddock'],[0.777],[],0,[],{},[]
T_18,2,ROI_35.png,307020,510,602,0.112,"['tintin', 'haddock', 'snowy']","[0.919, 0.908, 0.859]",[0.94],1,['1'],{0: 'haddock'},['Thundering typhoons! My very best heat! ']
T_18,2,ROI_36.png,295582,491,602,0.135,"['haddock', 'tintin']","[0.942, 0.926]",[0.911],1,['1'],{0: 'tintin'},['ugh. Here comes the rain. ']
T_18,2,ROI_37.png,110370,390,283,0.0,[],['NONE'],[],0,[],{},[]
T_18,2,ROI_38.png,107724,382,282,0.0,[],['NONE'],[],0,[],{},[]
T_18,2,ROI_39.png,378708,627,604,0.0,[],['NONE'],[],0,[],{},[]
T_18,2,ROI_41.png,333459,553,603,0.179,['snowy'],[0.89],[0.94],1,[],{0: 'NaN'},['good old nestor with umbrella. an ']
T_18,2,ROI_42.png,370252,613,604,0.113,['snowy'],[0.847],[0.947],1,[],{0: 'NaN'},"[""Thank you, Nestor. We'd have been absolutely soaked. ""]"
T_18,2,ROI_43.png,568200,947,600,0.0,"['snowy', 'tintin']","[0.859, 0.813]",[],0,[],{},[]
T_18,2,ROI_44.png,519600,866,600,0.118,[],['NONE'],[0.912],1,[],{0: 'NaN'},['By the whiskers of Kiarvi- tasch! watching them already. ']
T_18,3,ROI_47.png,254824,424,601,0.0,['snowy'],[0.819],[],0,[],{},[]
T_18,3,ROI_48.png,369600,616,600,0.171,"['tintin', 'haddock']","[0.935, 0.884]","[0.945, 0.868]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['Well, were home again. and none. too soon, either ', 'The telephone, nestor. ']"
T_18,3,ROI_49.png,247387,413,599,0.323,[],['NONE'],[0.941],1,[],{0: 'NaN'},"['hello? I am not Mr. Cutts. Fiddle-de-dee, Madam! ']"
T_18,3,ROI_50.png,189600,316,600,0.196,[],['NONE'],[0.899],1,[],{0: 'NaN'},"[""That's at least the twentieth time. ""]"
