book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_06,1,ROI_0.png,343392,588,584,0.0,[],['NONE'],[],0,[],{},[]
T_06,1,ROI_1.png,339300,580,585,0.036,[],['NONE'],[0.807],1,[],{0: 'NaN'},['painted posts dahomey ']
T_06,1,ROI_2.png,0,0,0,0,[],['NONE'],[],0,[],{},[]
T_06,1,ROI_3.png,139780,241,580,0.046,[],['NONE'],[0.915],1,[],{0: 'NaN'},['head of carved wood ']
T_06,1,ROI_4.png,225620,389,580,0.232,[],['NONE'],[0.919],1,[],{0: 'NaN'},['no.3542 Arumbaya fetish the Arumbayatribe live along the banks of the River Coliflor inthe Republic of ']
T_06,1,ROI_5.png,279840,480,583,0.185,[],['NONE'],"[0.945, 0.927]",2,[],"{0: 'NaN', 1: 'NaN'}","[""goodness! It's five o'clock already. "", 'closing ']"
T_06,1,ROI_6.png,227171,391,581,0.0,[],['NONE'],[],0,[],{},[]
T_06,1,ROI_7.png,137697,237,581,0.0,[],['NONE'],[],0,[],{},[]
T_06,1,ROI_8.png,54946,331,166,0.0,[],['NONE'],[],0,[],{},[]
T_06,1,ROI_9.png,217832,373,584,0.261,[],['NONE'],[0.925],1,[],{0: 'NaN'},"['toreador, on now! torea. dorr! ']"
T_06,1,ROI_10.png,391448,668,586,0.175,[],['NONE'],[0.873],1,[],{0: 'NaN'},['toreador la la ER E. Toreador. Fondeyes gaze and adore. xs 5b. ']
T_06,1,ROI_11.png,211320,360,587,0.187,[],['NONE'],[0.83],1,[],{0: 'NaN'},['2. 7.1. ']
T_06,1,ROI_12.png,135456,332,408,0.272,['tintin'],[0.914],[0.979],1,['1'],{0: 'tintin'},['come on. lazy bones! Time to get up! ']
T_06,1,ROI_13.png,202769,349,581,0.0,[],['NONE'],[],0,[],{},[]
T_06,1,ROI_14.png,264810,455,582,0.269,"['tintin', 'snowy']","[0.888, 0.8]",[0.938],1,['1'],{0: 'snowy'},"['Knees bent, arms full stretch! reading. up. and down. up. and down. ']"
T_06,1,ROI_15.png,281785,485,581,0.328,"['tintin', 'snowy']","[0.965, 0.841]","[0.857, 0.852]",2,"['1', '2']","{0: 'snowy', 1: 'snowy'}","[""Now for a bath : that's the way to wake up in the morn- ing. "", ""Here is the eight o'clock news. ""]"
T_06,1,ROI_16.png,261767,449,583,0.498,['tintin'],[0.765],[0.907],1,[],{0: 'NaN'},['Details are just coming in of a robbery at the air a pierfire. Harel Fetiset enthalography. a during the night. ']
T_06,2,ROI_18.png,210684,362,582,0.667,[],['NONE'],[0.865],1,[],{0: 'NaN'},['The loss was discover. ed this patterning a myseum. den in the gallery over seven. cine. is tipped. arrived for work. No evidence of a break-in has ']
T_06,2,ROI_19.png,189660,327,580,0.209,"['tintin', 'snowy']","[0.938, 0.75]",[0.95],1,['1'],{0: 'tintin'},['Come on Snowy! To the Museum. ']
T_06,2,ROI_20.png,257103,441,583,0.202,['tintin'],[0.903],[0.948],1,[],{0: 'NaN'},"[""The Director? I'm afraid he's engaged the police are here ""]"
