book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_02,1,ROI_16.png,615888,1092,564,0.17,[],['NONE'],"[0.805, 0.802]",2,[],"{0: 'NaN', 1: 'NaN'}","['Farewell, my dear Tintin. Have a good trip and the best of luck! ', ""Apparently it's a young reporter bound for Africa. ""]"
T_02,1,ROI_17.png,316905,571,555,0.258,['snowy'],[0.729],[0.865],1,['1'],{0: 'snowy'},"[""Yes, I've had enough of the dull life. So, I've decided to go hunting.... lion ""]"
T_02,1,ROI_18.png,308016,552,558,0.142,[],['NONE'],"[0.898, 0.867]",2,[],"{0: 'NaN', 1: 'NaN'}","['bye-bye!. Be seeing you!. ', 'wooah! ']"
T_02,1,ROI_19.png,283050,510,555,0.0,['tintin'],[0.913],[],0,[],{},[]
T_02,1,ROI_20.png,319634,578,553,0.161,"['tintin', 'snowy']","[0.946, 0.913]","[0.936, 0.721]",2,['2'],"{0: 'NaN', 1: 'snowy'}","['excellent. Thank you. ', ""Here's your cabin, Boss. ""]"
T_02,1,ROI_21.png,290232,522,556,0.218,['snowy'],[0.922],[0.973],1,['1'],{0: 'snowy'},"['yikes. a spider! That\'s bad : "" Spider in the morning bring warning! "" s a ']"
T_02,1,ROI_22.png,328005,591,555,0.216,[],['NONE'],[0.91],1,[],{0: 'NaN'},"[""It's gone in the trunk!. Let's see, where's the nasty creature hiding? ""]"
T_02,1,ROI_23.png,290265,523,555,0.216,[],['NONE'],[0.944],1,[],{0: 'NaN'},['dratt. Seven years of bad luck!. And what will Tintin say!. ']
T_02,2,ROI_25.png,306360,555,552,0.292,['snowy'],[0.908],[0.889],1,['1'],{0: 'snowy'},"[""aha', There's my mosquito net. Now I will be able to sleep in peace... without being bitten! ""]"
T_02,2,ROI_26.png,305809,553,553,0.23,['snowy'],[0.865],[0.955],1,['1'],{0: 'snowy'},['good gracious. what big. cartridges. they. must be for hunting.... lion. ']
T_02,2,ROI_27.png,303585,547,555,0.179,['snowy'],[0.805],"[0.896, 0.884]",2,['1'],"{0: 'snowy', 1: 'NaN'}","['UNKNOWN', ""abandon ship. ' we're going down!. ""]"
T_02,2,ROI_28.png,309135,555,557,0.158,['snowy'],[0.751],[0.795],1,['1'],{0: 'snowy'},"['quick, quick, grab a lifebelt!. ']"
T_02,2,ROI_29.png,306900,550,558,0.0,[],['NONE'],[],0,[],{},[]
T_02,2,ROI_30.png,305226,547,558,0.228,[],['NONE'],"[0.876, 0.776]",2,[],"{0: 'NaN', 1: 'NaN'}","[""That's no good for me. "", 'abandon. ship!. ']"
T_02,2,ROI_31.png,309127,553,559,0.076,[],['NONE'],"[0.875, 0.825]",2,[],"{0: 'NaN', 1: 'NaN'}","['?', '?']"
T_02,2,ROI_32.png,306867,547,561,0.22,[],['NONE'],"[0.936, 0.88]",2,[],"{0: 'NaN', 1: 'NaN'}","['abandon. ship.l. ', ""nothing a parrot!. it's a silly. parrot!. ""]"
T_02,2,ROI_33.png,308560,551,560,0.108,['snowy'],[0.797],"[0.833, 0.779]",2,['1'],"{0: 'snowy', 1: 'NaN'}","['Stupid bird!. ', '!']"
