book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_04,1,ROI_16.png,733116,1228,597,0.0,[],['NONE'],[],0,[],{},[]
T_04,1,ROI_17.png,333200,560,595,0.17,"['tintin', 'snowy']","[0.929, 0.84]",[0.884],1,[],{0: 'NaN'},"['This is the life, Snowy. really quiet holiday for a change. ']"
T_04,1,ROI_18.png,307911,521,591,0.318,"['tintin', 'snowy']","[0.927, 0.756]","[0.937, 0.799]",2,"['1', '2']","{0: 'tintin', 1: 'snowy'}","[""We'll be arriving in Port said tomorrow. We go iday. "", ""a thalidenciaity in indeed! I'd call bore. ""]"
T_04,1,ROI_19.png,307767,519,593,0.209,"['snowy', 'tintin']","[0.848, 0.806]","[0.925, 0.914]",2,['2'],"{0: 'NaN', 1: 'snowy'}","[""Our next stop will be Istanbul. We'll go ashore there too. "", ""I'd settle. for Mar- ""]"
T_04,1,ROI_20.png,436304,737,592,0.0,[],['NONE'],[],0,[],{},[]
T_04,1,ROI_21.png,327968,554,592,0.222,[],['NONE'],[0.963],1,[],{0: 'NaN'},"['Piraeus, Naples, Marseilles. then hoime gibraltar. straits. of ']"
T_04,1,ROI_22.png,324611,553,587,0.345,"['tintin', 'snowy']","[0.93, 0.879]","[0.943, 0.738]",2,['1'],"{0: 'snowy', 1: 'NaN'}","[""marvellous. you mean why doesn't someone en things. up "", 'How about that for a mar- vellous cruise, eh, Snowy? ']"
T_04,1,ROI_23.png,396480,672,590,0.146,['tintin'],[0.809],"[0.944, 0.896, 0.887]",3,"['1', '3']","{0: 'tintin', 1: 'NaN', 2: 'tintin'}","['?', 'Stop! Stop! HELP! ', 'UNKNOWN']"
T_04,2,ROI_25.png,643998,1086,593,0.094,"['tintin', 'haddock']","[0.767, 0.73]","[0.851, 0.849]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['Who? where? ', 'stop!. help help. ']"
T_04,2,ROI_26.png,412518,698,591,0.0,"['snowy', 'tintin']","[0.86, 0.812]",[],0,[],{},[]
T_04,2,ROI_27.png,324918,547,594,0.252,['tintin'],[0.904],"[0.884, 0.813, 0.646]",3,['2'],"{0: 'NaN', 1: 'tintin', 2: 'NaN'}","[""hooray! we're in business. "", ""I'll get it. for you! "", 'Help, somebody! help! ']"
T_04,2,ROI_28.png,284752,481,592,0.115,[],['NONE'],[0.686],1,[],{0: 'NaN'},['fire! police! Murder! ']
T_04,2,ROI_29.png,440295,745,591,0.2,[],['NONE'],"[0.956, 0.918, 0.606]",3,[],"{0: 'NaN', 1: 'NaN', 2: 'NaN'}","[""Whoa there, young man! you can't escape. ' ll What are you up to "", 'Got it! ', 'Stop! stop! ']"
T_04,2,ROI_30.png,303774,514,591,0.046,[],['NONE'],[0.917],1,[],{0: 'NaN'},['yeown. ']
T_04,2,ROI_31.png,401790,681,590,0.11,['tintin'],[0.87],[0.846],1,[],{0: 'NaN'},"[""stop Stop! It's going in the water ""]"
T_04,2,ROI_32.png,340430,577,590,0.056,['snowy'],[0.777],[0.912],1,[],{0: 'NaN'},['Too late! ']
T_04,2,ROI_33.png,286419,483,593,0.28,"['tintin', 'snowy']","[0.888, 0.711]",[0.856],1,[],{0: 'NaN'},"[""Now-ok what you've done That paper was terribly. important herei ""]"
T_04,2,ROI_34.png,265071,447,593,0.26,"['tintin', 'snowy']","[0.953, 0.848]","[0.972, 0.896]",2,"['1', '2']","{0: 'snowy', 1: 'tintin'}","['He was a momentago. ', ""Hello, that's odd. He's disappeared. ""]"
T_04,2,ROI_35.png,245265,415,591,0.132,['snowy'],[0.771],[0.944],1,[],{0: 'NaN'},['whatever can have happened to him? ']
T_04,2,ROI_36.png,247969,421,589,0.049,['snowy'],[0.757],[0.824],1,['1'],{0: 'snowy'},['?']
T_04,3,ROI_38.png,446529,753,593,0.014,[],['NONE'],[0.841],1,[],{0: 'NaN'},['!']
T_04,3,ROI_39.png,264461,449,589,0.23,"['tintin', 'haddock']","[0.962, 0.928]","[0.899, 0.89]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['severe, in you can see. mirowing. ', 'Excuse me, but what are you doing? ']"
T_04,3,ROI_40.png,343970,583,590,0.227,"['tintin', 'haddock']","[0.911, 0.802]","[0.822, 0.612]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['Nor I am! What an observ ant young man you are! ', ""But you're not in the water ""]"
T_04,3,ROI_41.png,324964,548,593,0.296,"['snowy', 'tintin']","[0.931, 0.924]","[0.898, 0.669]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['To rescue your papyrus, I expect. board ', 'now. wonder why f rowing. was ']"
T_04,3,ROI_42.png,362874,614,591,0.363,"['tintin', 'haddock', 'snowy']","[0.954, 0.933, 0.844]","[0.942, 0.849, 0.679]",3,"['1', '2', '3']","{0: 'snowy', 1: 'tintin', 2: 'haddock'}","['What were we chasing them? ', 'but. saw a paper blow. into the sea! ', 'manuscripties. my. over-biceps. 2 nonsense! I have it here. ']"
T_04,3,ROI_43.png,356950,605,590,0.518,"['tintin', 'haddock']","[0.931, 0.872]",[0.738],1,['1'],{0: 'haddock'},['was yes il remember now ; it conference to a travel brochure. you of this do you ivily. mags - nificent papyrus. the key kih. oskh. spot. ']
T_04,3,ROI_44.png,343962,582,591,0.408,"['tintin', 'haddock']","[0.935, 0.88]","[0.891, 0.696]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""j hope you will... But tell me, what's that queer symbol? "", ""Every single one has vanished! but sophocles sarcopheagus, shall'be the first to to the world. ""]"
T_04,3,ROI_45.png,344544,582,592,0.448,"['tintin', 'haddock']","[0.922, 0.774]","[0.876, 0.8]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['Good idea! ', ""don't know. think it's the royal cipher of kids, but 0 0 you are interested. not join me tomorrow. said. We'll go on to cairo, and find the place on my papyrus. ""]"
T_04,3,ROI_46.png,361176,606,596,0.134,"['tintin', 'snowy']","[0.92, 0.761]",[0.709],1,[],{0: 'NaN'},"['till tomorrow then. Goodbye, young man. ']"
T_04,3,ROI_47.png,202756,346,586,0.127,[],['NONE'],[0.958],1,[],{0: 'NaN'},['what a strange fellow. ']
T_04,3,ROI_48.png,164970,282,585,0.0,[],['NONE'],[],0,[],{},[]
T_04,3,ROI_49.png,204400,350,584,0.131,[],['NONE'],[0.922],1,[],{0: 'NaN'},['beg your pardon. captain. ']
T_04,3,ROI_50.png,142398,243,586,0.34,['tintin'],[0.936],[0.932],1,[],{0: 'NaN'},"[""you clumsy nitwit! can't you look where going 2 ""]"
T_04,3,ROI_51.png,320322,542,591,0.193,[],['NONE'],"[0.935, 0.896]",2,[],"{0: 'NaN', 1: 'NaN'}","['imbecile. ', 'so sorry. mistook you for ventilator a ']"
