book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_05,1,ROI_12.png,58911,219,269,0.0,[],['NONE'],[],0,[],{},[]
T_05,1,ROI_13.png,64172,244,263,0.0,[],['NONE'],[],0,[],{},[]
T_05,1,ROI_20.png,428366,731,586,0.0,[],['NONE'],[],0,[],{},[]
T_05,1,ROI_21.png,378950,650,583,0.0,[],['NONE'],[],0,[],{},[]
T_05,1,ROI_22.png,216713,373,581,0.254,['snowy'],[0.765],[0.933],1,['1'],{0: 'snowy'},"[""How can dog uget wink of sleep? Not a minute's peace since he fell radiologist. ""]"
T_05,1,ROI_23.png,288075,501,575,0.0,[],['NONE'],[],0,[],{},[]
T_05,1,ROI_24.png,257472,447,576,0.184,[],['NONE'],[0.903],1,[],{0: 'NaN'},"[""There it is again. That's the station I've been trying to identify ""]"
T_05,1,ROI_25.png,289654,502,577,0.0,[],['NONE'],[],0,[],{},[]
T_05,1,ROI_26.png,173100,300,577,0.317,['tintin'],[0.784],[0.92],1,['1'],{0: 'tintin'},"[""It doesn't make any sense possibly mean? ""]"
T_05,1,ROI_27.png,289751,497,583,0.0,[],['NONE'],[],0,[],{},[]
T_05,1,ROI_28.png,146664,252,582,0.216,['tintin'],[0.824],[0.947],1,['1'],{0: 'tintin'},['It must have meaning but what? ']
T_05,1,ROI_29.png,242694,417,582,0.367,['tintin'],[0.921],[0.927],1,['1'],{0: 'tintin'},"[""My direction-finder shows WSW. ONE. IN theory the along a line in the same Gaipajama' ""]"
T_05,1,ROI_30.png,342224,586,584,0.198,"['tintin', 'snowy']","[0.906, 0.889]","[0.929, 0.699]",2,"['1', '2']","{0: 'tintin', 1: 'tintin'}","[""thank you. I'll come. "", 'Tintin Sahib. the Maharaja requests your presence. ']"
T_05,2,ROI_32.png,618948,1042,594,0.111,"['tintin', 'snowy']","[0.872, 0.781]","[0.896, 0.742]",2,"['1', '2']","{0: 'snowy', 1: 'snowy'}","[""'m not. remember. the last one. "", ""how. interesting. I'm curious to see him. ""]"
T_05,2,ROI_33.png,257796,434,594,0.0,[],['NONE'],[],0,[],{},[]
T_05,2,ROI_34.png,177310,298,595,0.0,[],['NONE'],[],0,[],{},[]
T_05,2,ROI_35.png,274224,464,591,0.0,[],['NONE'],[],0,[],{},[]
T_05,2,ROI_36.png,353410,599,590,0.0,[],['NONE'],[],0,[],{},[]
T_05,2,ROI_37.png,416892,709,588,0.131,"['tintin', 'snowy']","[0.877, 0.707]","[0.82, 0.809]",2,['1'],"{0: 'snowy', 1: 'NaN'}","[""he's quite extraordinary! "", ""Isn't he? ""]"
T_05,2,ROI_38.png,305955,523,585,0.209,"['tintin', 'snowy']","[0.889, 0.727]","[0.926, 0.909]",2,[],"{0: 'NaN', 1: 'NaN'}","['Now. if your Highness permits. secrets of the future ', 'do so ']"
T_05,2,ROI_39.png,282720,480,589,0.142,"['tintin', 'snowy']","[0.941, 0.732]","[0.828, 0.807]",2,[],"{0: 'NaN', 1: 'NaN'}","['thanks. ', 'Please be seated ']"
T_05,2,ROI_40.png,452392,772,586,0.03,['tintin'],[0.739],[0.935],1,['1'],{0: 'tintin'},['EEK I ']
T_05,2,ROI_41.png,272118,462,589,0.16,['tintin'],[0.725],"[0.933, 0.917]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['0 0 ', 'there sat on cushion! ']"
T_05,2,ROI_42.png,176111,299,589,0.21,[],['NONE'],[0.935],1,[],{0: 'NaN'},['Forgive me have a sensitive skin! ']
T_05,2,ROI_43.png,187030,317,590,0.0,[],['NONE'],[],0,[],{},[]
T_05,2,ROI_44.png,402970,683,590,0.281,['tintin'],[0.951],[0.786],1,[],{0: 'NaN'},"['now. aha, adventure You have already faced great dangers Oh, not The signs are not good ']"
T_05,3,ROI_46.png,241490,410,589,0.271,"['tintin', 'snowy']","[0.889, 0.721]",[0.936],1,[],{0: 'NaN'},['enemy! You see think him dead. but he plans revenge. Be on your ']
T_05,3,ROI_47.png,225587,383,589,0.505,['tintin'],[0.912],[0.927],1,[],{0: 'NaN'},"['I also see a a disgrace to our brother- downfall. He is close to you very close to sterpoint, He has a weapon. and there defence. ']"
T_05,3,ROI_48.png,252252,429,588,0.419,[],['NONE'],[0.919],1,[],{0: 'NaN'},['beware I see another man. a with yellow skin. He wears glasses take every. carel he has sworn to destroy. your. ']
T_05,3,ROI_49.png,313348,532,589,0.281,"['tintin', 'snowy']","[0.902, 0.84]","[0.93, 0.896]",2,['2'],"{0: 'NaN', 1: 'tintin'}","['Tintin sahib. stranger, in the gallery, asking for you. He to see you. ', 'from Shanghai? ']"
