book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_10,1,ROI_15.png,355056,569,624,0.203,['tintin'],[0.906],"[0.975, 0.913]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['What a wonder- ful night! ', ""yes, but jolly hot! You'd think it was mid-summer. ""]"
T_10,1,ROI_16.png,421824,676,624,0.234,['tintin'],[0.919],"[0.891, 0.864]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['a shooting star quick snowy, wish! ', ""if I were you, I'd stop wishing and look where I was going ""]"
T_10,1,ROI_17.png,374423,601,623,0.082,['tintin'],[0.978],[0.878],1,['1'],{0: 'tintin'},"[""And there's the great bear. ""]"
T_10,1,ROI_18.png,545478,687,794,0.114,['tintin'],[0.949],"[0.965, 0.892]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['hey, snowy, just look att that big star. ', 'which one? ']"
T_10,1,ROI_19.png,447585,563,795,0.254,['tintin'],[0.969],"[0.922, 0.92]",2,[],"{0: 'NaN', 1: 'NaN'}","[""a bear? I'm not scared where "", ""How extraordinary. there's a star in the Great many bear! ""]"
T_10,1,ROI_20.png,470436,591,796,0.293,['tintin'],[0.924],"[0.969, 0.923]",2,"['1', '2']","{0: 'tintin', 1: 'tintin'}","['A star too many in the Great Bear It beats me! ', ""you know, there are millions and millions of stars. What's one less? more or ""]"
T_10,1,ROI_21.png,581882,934,623,0.109,['tintin'],[0.841],[0.944],1,['1'],{0: 'tintin'},"[""I'm intrigued. as soon as I home. 1'11 ring up the observatory. ""]"
T_10,1,ROI_22.png,288144,464,621,0.587,['tintin'],[0.856],"[0.922, 0.887]",2,[],"{0: 'NaN', 1: 'NaN'}","[""Ask him. why it's so hot, too. "", ""hello? Is that the observa- tory? Can you tell me. I've just noticed a very large, bright star in the great if wonder. ""]"
T_10,1,ROI_23.png,277931,449,619,0.449,['tintin'],[0.877],"[0.936, 0.815]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""hello? what? have the phenomenon under observation 1 i see hello? helloz they've hung up! "", '!']"
T_10,2,ROI_25.png,344226,557,618,0.291,[],['NONE'],[0.919],1,[],{0: 'NaN'},"['very odd! why did they off so abruptly? not it is. "" crumbs, how. phew! ']"
T_10,2,ROI_26.png,404712,657,616,0.029,"['tintin', 'snowy']","[0.936, 0.93]",[0.761],1,['1'],{0: 'tintin'},['?']
T_10,2,ROI_27.png,392392,637,616,0.0,['tintin'],[0.904],[],0,[],{},[]
T_10,2,ROI_28.png,381304,616,619,0.267,['tintin'],[0.934],[0.703],1,[],{0: 'NaN'},"[""All very peculiar and I'm going to't to the bottom of iit. come on, Snowy. to the ""]"
T_10,2,ROI_29.png,213210,345,618,0.0,[],['NONE'],[],0,[],{},[]
