book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_15,1,ROI_29.png,139200,320,435,0.0,[],['NONE'],[],0,[],{},[]
T_15,1,ROI_30.png,169215,389,435,0.105,[],['NONE'],[0.817],1,[],{0: 'NaN'},"[""alright. I'm coming!. ""]"
T_15,1,ROI_31.png,263344,604,436,0.078,"['t-t', 't-t']","[0.945, 0.924]","[0.896, 0.721]",2,['2'],"{0: 'NaN', 1: 't-t'}","[""That's all?. "", 'Three litres. ']"
T_15,1,ROI_32.png,119301,273,437,0.228,[],['NONE'],[0.947],1,[],{0: 'NaN'},['and keep few drops to fill my lighter. ']
T_15,1,ROI_33.png,156009,357,437,0.204,['t-t'],[0.979],"[0.935, 0.6]",2,[],"{0: 'NaN', 1: 'NaN'}","['there, your lordship.... ', 'there, your lordship. ']"
T_15,1,ROI_34.png,162192,372,436,0.0,[],['NONE'],[],0,[],{},[]
T_15,1,ROI_35.png,128620,295,436,0.248,"['t-t', 't-t']","[0.9, 0.881]","[0.934, 0.903]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","[""let's put it'll be jollier.... "", 'there! ']"
T_15,1,ROI_36.png,185240,421,440,0.24,"['t-t', 't-t']","[0.815, 0.728]",[0.948],1,[],{0: 'NaN'},"[""boom.... When your motor. goes boom.... just call recovery zoom.... They'll come to you quick. ""]"
T_15,1,ROI_37.png,164625,375,439,0.202,"['t-t', 't-t']","[0.985, 0.983]","[0.937, 0.879]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","['Boom. When your motor goes Boom.... ', 'boom. ']"
T_15,1,ROI_38.png,228719,521,439,0.024,[],['NONE'],[0.908],1,[],{0: 'NaN'},['!']
T_15,2,ROI_40.png,241560,549,440,0.035,"['t-t', 't-t']","[0.961, 0.903]","[0.93, 0.87]",2,['2'],"{0: 'NaN', 1: 't-t'}","['?', '?']"
T_15,2,ROI_41.png,187000,425,440,0.316,"['t-t', 't-t']","[0.982, 0.965]","[0.941, 0.681]",2,['1'],"{0: 't-t', 1: 'NaN'}","[""it's hardly the moment to crack jokes... We must find breakdown vehicle.... "", 'Now I know why one calls it an internal combustion enginely ']"
T_15,2,ROI_42.png,154261,353,437,0.146,"['t-t', 't-t']","[0.984, 0.978]","[0.862, 0.637]",2,['1'],"{0: 't-t', 1: 'NaN'}","['quite. but where? ', 'precisely, quietement ']"
T_15,2,ROI_43.png,132624,307,432,0.202,"['t-t', 't-t']","[0.983, 0.936]",[0.942],1,['1'],{0: 't-t'},['saved. telephone box! ']
T_15,2,ROI_44.png,84240,195,432,0.0,[],['NONE'],[],0,[],{},[]
T_15,2,ROI_45.png,168870,390,433,0.0,[],['NONE'],[],0,[],{},[]
T_15,2,ROI_46.png,176710,410,431,0.173,[],['NONE'],[0.949],1,[],{0: 'NaN'},"['hello. \' Zoom "" recovery services. help. young. yes. "" 10 mile marker... Mr. Thompson. ']"
T_15,2,ROI_47.png,203510,470,433,0.137,"['t-t', 't-t']","[0.919, 0.859]","[0.931, 0.897]",2,['1'],"{0: 't-t', 1: 'NaN'}","['well?. ', 'the be here im quarters. an hour. ']"
T_15,2,ROI_48.png,182736,423,432,0.13,"['t-t', 't-t']","[0.972, 0.969]",[0.935],1,['1'],{0: 't-t'},"[""Meantime, let's have cigarette.... ""]"
T_15,2,ROI_49.png,181038,422,429,0.058,"['t-t', 't-t']","[0.962, 0.931]",[0.914],1,['1'],{0: 't-t'},['thanks. ']
T_15,2,ROI_50.png,192717,441,437,0.0,"['t-t', 't-t']","[0.957, 0.954]",[],0,[],{},[]
T_15,2,ROI_51.png,159505,365,437,0.0,[],['NONE'],[],0,[],{},[]
T_15,2,ROI_52.png,223890,510,439,0.046,"['t-t', 't-t']","[0.957, 0.84]","[0.936, 0.925]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","['?', '?']"
T_15,3,ROI_54.png,145958,334,437,0.406,['tintin'],[0.931],[0.903],1,['1'],{0: 'tintin'},"['"" Crisis deepens, minister says "" "" Will there be war? \' \' Are we "" Call-up. of reserve. standby. Well, well. That\'s all. very cheerful stuff.... ']"
T_15,3,ROI_56.png,188355,433,435,0.0,['haddock'],[0.922],[],0,[],{},[]
T_15,3,ROI_57.png,61864,296,209,0.541,['tintin'],[0.878],[0.621],1,[],{0: 'NaN'},"[""Goodbye, Captain.... and good luck. Let's hope it's just false alarm.... ""]"
T_15,3,ROI_58.png,63710,230,277,0.419,['tintin'],[0.887],[0.856],1,['1'],{0: 'tintin'},"['hello?. yes. oh, good evening captain. things?. new?. ']"
T_15,3,ROI_59.png,63344,296,214,0.0,['tintin'],[0.977],[],0,[],{},[]
T_15,3,ROI_60.png,186120,423,440,0.065,"['t-t', 't-t', 'tintin']","[0.981, 0.955, 0.905]",[0.839],1,['1'],{0: 'tintin'},['why. good morning. what newsp ']
T_15,3,ROI_61.png,219061,499,439,0.385,"['t-t', 't-t', 'tintin']","[0.987, 0.983, 0.949]","[0.971, 0.834, 0.704]",3,"['1', '2', '3']","{0: 'tintin', 1: 't-t', 2: 't-t'}","['really?. about it. take a chair. ', 'To be precise : We to be strangel. ', 'what news?. Something very strange just happened to us! ']"
T_15,3,ROI_62.png,169168,388,436,0.258,"['t-t', 't-t', 'tintin']","[0.983, 0.976, 0.915]",[0.972],1,['1'],{0: 't-t'},"[""Well, there we were.... we'd adjust t got some and were motoring along happily when, suddenly, without any warning. our engine went.... ""]"
T_15,3,ROI_63.png,195283,451,433,0.0,"['t-t', 't-t', 'tintin']","[0.981, 0.969, 0.833]",[],0,[],{},[]
T_15,3,ROI_64.png,184450,425,434,0.0,[],['NONE'],[],0,[],{},[]
T_15,3,ROI_65.png,186608,428,436,0.197,"['t-t', 'tintin', 't-t']","[0.982, 0.957, 0.95]","[0.949, 0.782]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","[""Yes, and that's not all.. "", ""so it seems. That's exactly what happened to us. ""]"
T_15,3,ROI_66.png,204700,460,445,0.308,"['t-t', 't-t', 'tintin']","[0.983, 0.969, 0.949]","[0.91, 0.697]",2,"['1', '2']","{0: 'tintin', 1: 't-t'}","[""Then it's the petrol that. "", 'A few moments later, my lighter, which had just filled at the same pump. exploded in my hands. ']"
T_15,3,ROI_67.png,194034,438,443,0.453,"['t-t', 't-t', 'tintin']","[0.972, 0.959, 0.883]",[0.875],1,['1'],{0: 't-t'},"['Has been tampered with, yes. That\'s what we thought is a member of the streets between And if it has been doctored. it has by someone who has am. in motors exploding! always. remember the old \' police proverb : "" Look for the person "" who against from the crime. ']"
T_15,3,ROI_68.png,180400,410,440,0.363,"['t-t', 't-t']","[0.958, 0.892]","[0.968, 0.959]",2,['2'],"{0: 'NaN', 1: 't-t'}","['5. "" ', ""Now, in this whole business, against who? Why, the service, that's who! ""]"
T_15,4,ROI_70.png,213003,483,441,0.457,"['t-t', 'tintin']","[0.971, 0.863]","[0.91, 0.764]",2,"['1', '2']","{0: 'tintin', 1: 't-t'}","[""well, that's quite possible. but. "", ""Yes, I'm convinced that petrol has been tampered with by drivers whose cars have exploded are obliged to call for a recovery vehicle. Then, thanks to its high profile advertising campaign. they : go straight. to ""]"
T_15,4,ROI_71.png,201080,457,440,0.379,"['t-t', 't-t', 'tintin']","[0.978, 0.975, 0.944]","[0.958, 0.827]",2,"['1', '2']","{0: 'tintin', 1: 't-t'}","['wish you the best of luck. ', ""No puts, it's certain. We're going to launch an investigation and, within the week, we'll have gathered enough evidence to have the directors zoom. ""]"
T_15,4,ROI_72.png,165300,380,435,0.176,"['t-t', 't-t']","[0.98, 0.979]",[0.923],1,['1'],{0: 't-t'},"[""and to begin. with. we'll have a look round ""]"
T_15,4,ROI_73.png,91140,210,434,0.0,[],['NONE'],[],0,[],{},[]
T_15,4,ROI_74.png,144956,334,434,0.1,"['t-t', 't-t']","[0.909, 0.824]",[0.882],1,['1'],{0: 't-t'},['shall we take a look?.... ']
T_15,4,ROI_75.png,149296,344,434,0.308,['t-t'],[0.705],[0.878],1,['1'],{0: 't-t'},['wanted Experienced drivers with good mechanical know-how to operate recovery vehicles. Apply within. zoom ']
T_15,4,ROI_76.png,180429,411,439,0.321,"['t-t', 't-t']","[0.987, 0.983]","[0.921, 0.903]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","[""Tell me, what do you think?. That could be an excellent way of getting inside. and observing what's going on.... "", 'Good idea. ']"
T_15,4,ROI_77.png,241544,554,436,0.144,[],['NONE'],"[0.888, 0.685]",2,[],"{0: 'NaN', 1: 'NaN'}","[""So, you've understood what escactly you have to do?. "", 'why certainly. chief. ']"
T_15,4,ROI_78.png,108750,250,435,0.246,"['tintin', 'snowy']","[0.941, 0.794]","[0.953, 0.937]",2,"['1', '2']","{0: 'snowy', 1: 'snowy'}","[""must say I'm interested in this business about doctored "", 'UNKNOWN']"
T_15,4,ROI_79.png,132240,304,435,0.353,"['tintin', 'snowy']","[0.882, 0.746]","[0.922, 0.769]",2,"['1', '2']","{0: 'tintin', 1: 'snowy'}","[""I'm really keen to try and to the bottom of it.l. get "", ""you're not getting involved in another adventure. you?. want some peace and ""]"
T_15,4,ROI_80.png,82894,191,434,0.0,[],['NONE'],[],0,[],{},[]
T_15,4,ROI_81.png,166192,376,442,0.112,['tintin'],[0.956],[0.922],1,['1'],{0: 'tintin'},['would like to see the Managing Director.... ']
T_15,4,ROI_82.png,107406,243,442,0.254,[],['NONE'],[0.947],1,[],{0: 'NaN'},['hello? recovery services.... yes. right.... for Mr. 2 ']
T_15,4,ROI_83.png,307632,696,442,0.086,[],['NONE'],[0.819],1,[],{0: 'NaN'},['thomsomil. recovery vehicle. thatier. has broken down.... ']
T_15,5,ROI_85.png,219232,496,442,0.32,[],['NONE'],"[0.923, 0.856]",2,[],"{0: 'NaN', 1: 'NaN'}","['Well, my friend, the situation nothing of catastrophic!. ', 'would like to have your views, sir. on the situation arising from the deterioration in petrol ']"
T_15,5,ROI_86.png,176400,400,441,0.267,[],['NONE'],[0.982],1,[],{0: 'NaN'},"[""See for yourself. ' past 6590. drop every As recently as this morning.... ""]"
T_15,5,ROI_87.png,183430,415,442,0.544,[],['NONE'],[0.871],1,[],{0: 'NaN'},"['The airline companies have decided to suspend all flights because of the risks of accident posed by the use of volatile fuel.... Share values of oil companies have plunged by a half!... Some oil wells have already tell you again : the situation catastrophic, ']"
T_15,5,ROI_88.png,168245,385,437,0.625,[],['NONE'],[0.801],1,[],{0: 'NaN'},"['Furthermore, take into account the currently strained international climate. Imagine if war broke out tomorrow.... One can see the consequences immediately!. air force, transport, tanks, in short, the whole armed forces would be paralysed!.. ']"
