book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_11,1,ROI_21.png,73164,268,273,0.0,[],['NONE'],[],0,[],{},[]
T_11,1,ROI_22.png,231660,396,585,0.0,[],['NONE'],[],0,[],{},[]
T_11,1,ROI_23.png,209520,360,582,0.191,"['t-t', 't-t']","[0.994, 0.987]",[0.909],1,['1'],{0: 't-t'},"['We must keep our eyes open, aind catch. these crooks. ']"
T_11,1,ROI_24.png,242440,418,580,0.473,"['t-t', 't-t']","[0.993, 0.982]","[0.928, 0.904]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","[""Good idea. Let's go "", ""How about starting in the Old Street Market? Tintin said he was going there this morn- ing. perhaps we'll meet him. ""]"
T_11,1,ROI_25.png,316064,544,581,0.0,"['tintin', 'snowy']","[0.889, 0.788]",[],0,[],{},[]
T_11,1,ROI_26.png,336978,579,582,0.0,['tintin'],[0.924],[],0,[],{},[]
T_11,1,ROI_27.png,382956,658,582,0.121,"['tintin', 'snowy', 't-t', 't-t']","[0.958, 0.896, 0.83, 0.823]",[0.817],1,['1'],{0: 'tintin'},"['why, there are thomson. and Thompson. ']"
T_11,1,ROI_28.png,290418,499,582,0.312,"['t-t', 't-t', 'tintin']","[0.973, 0.951, 0.922]","[0.895, 0.852, 0.799]",3,"['1', '2', '3']","{0: 't-t', 1: 'tintin', 2: 't-t'}","['Tintin! ', 'hello! How are you ', 'look ']"
T_11,1,ROI_29.png,380555,655,581,0.281,"['t-t', 'tintin']","[0.976, 0.886]","[0.849, 0.787]",2,"['1', '2']","{0: 't-t', 1: 'tintin'}","[""But that didn't stop us from walking this job-lot of "", 'shi "" Hipartisan fire kick isickets. confidential special ']"
T_11,1,ROI_30.png,336396,578,582,0.145,"['t-t', 't-t', 'tintin']","[0.968, 0.914, 0.812]","[0.949, 0.933]",2,['2'],"{0: 'NaN', 1: 't-t'}","['Eight bob for the lot. ', 'How much? ']"
T_11,1,ROI_31.png,285271,491,581,0.21,['tintin'],[0.908],"[0.956, 0.922]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""seven. but I'm robbin. meself. "", 'Six shillings. ']"
T_11,2,ROI_33.png,190491,329,579,0.259,"['tintin', 't-t']","[0.947, 0.896]",[0.935],1,['1'],{0: 't-t'},"[""see? you've always got to haggle a bit, here. ""]"
T_11,2,ROI_34.png,190240,328,580,0.063,['t-t'],[0.966],[0.791],1,['1'],{0: 't-t'},['?']
T_11,2,ROI_35.png,295869,511,579,0.158,"['t-t', 't-t', 'tintin']","[0.966, 0.945, 0.84]",[0.849],1,['1'],{0: 't-t'},['1905 06 ']
T_11,2,ROI_36.png,310426,538,577,0.118,"['t-t', 'tintin', 't-t']","[0.974, 0.915, 0.861]","[0.915, 0.874]",2,['1'],"{0: 't-t', 1: 'NaN'}","[""no, I'm sure someone's stolen. iit! "", '0 0 ']"
T_11,2,ROI_37.png,222140,383,580,0.262,['t-t'],[0.978],[0.942],1,[],{0: 'NaN'},"['Here, you hold these sticks pay. ']"
T_11,2,ROI_38.png,242277,417,581,0.398,"['t-t', 't-t']","[0.969, 0.969]",[0.931],1,['1'],{0: 't-t'},['Just the sort of thing you! To go and 1et someone. pinch. your wallet! ']
