book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_09,1,ROI_20.png,295778,518,571,0.0,"['tintin', 'snowy']","[0.887, 0.808]",[],0,[],{},[]
T_09,1,ROI_21.png,315172,551,572,0.0,['tintin'],[0.785],[],0,[],{},[]
T_09,1,ROI_22.png,363282,634,573,0.0,"['snowy', 'tintin']","[0.899, 0.833]",[],0,[],{},[]
T_09,1,ROI_23.png,127908,342,374,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_24.png,123000,328,375,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_25.png,121598,326,373,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_26.png,123794,331,374,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_27.png,130550,350,373,0.528,['snowy'],[0.739],[0.629],1,['1'],{0: 'snowy'},['2 1. Russia ']
T_09,1,ROI_28.png,127193,341,373,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_29.png,122298,327,374,0.0,['snowy'],[0.74],[],0,[],{},[]
T_09,1,ROI_30.png,122625,327,375,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_31.png,122952,327,376,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_32.png,131600,350,376,0.0,[],['NONE'],[],0,[],{},[]
T_09,1,ROI_33.png,343772,601,572,0.069,"['t-t', 'snowy']","[0.99, 0.911]",[0.862],1,['1'],{0: 'snowy'},['your! ow! owl ']
T_09,1,ROI_34.png,306691,539,569,0.043,"['tintin', 'snowy']","[0.91, 0.749]",[0.897],1,['1'],{0: 'snowy'},['?']
T_09,1,ROI_35.png,318640,560,569,0.0,"['snowy', 'tintin']","[0.912, 0.719]",[],0,[],{},[]
T_09,2,ROI_37.png,216200,376,575,0.325,['tintin'],[0.853],[0.94],1,['1'],{0: 'tintin'},"[""You've been lucky! You could have cut yourself. look how. jagged the edges are. ""]"
T_09,2,ROI_38.png,413709,717,577,0.0,['tintin'],[0.881],[],0,[],{},[]
T_09,2,ROI_39.png,369920,640,578,0.186,"['tintin', 'snowy']","[0.893, 0.882]",[0.747],1,[],{0: 'NaN'},"[""now, come on And don't do that again, or I'll buy. a muzzle and you'll on a ""]"
T_09,2,ROI_40.png,309573,531,583,0.11,"['tintin', 'snowy']","[0.906, 0.806]",[0.944],1,[],{0: 'NaN'},"['hii hello there, Tintin! ']"
T_09,2,ROI_41.png,410186,706,581,0.0,['tintin'],[0.704],[],0,[],{},[]
T_09,2,ROI_42.png,286192,496,577,0.0,"['tintin', 'snowy']","[0.712, 0.704]",[],0,[],{},[]
T_09,2,ROI_43.png,289578,501,578,0.19,['t-t'],[0.987],"[0.935, 0.875]",2,['2'],"{0: 'NaN', 1: 't-t'}","['Yes, sir ', 'waiter, bring another drink! ']"
T_09,2,ROI_44.png,388416,672,578,0.134,"['t-t', 'tintin']","[0.988, 0.912]",[0.934],1,['1'],{0: 't-t'},"['My dear Tintin, how nice. to see you again. ']"
T_09,2,ROI_45.png,320832,557,576,0.16,"['t-t', 'tintin']","[0.98, 0.894]",[0.805],1,['1'],{0: 't-t'},"['To be precise how nice to see you again, ']"
T_09,2,ROI_46.png,253880,440,577,0.087,['tintin'],[0.707],[0.926],1,[],{0: 'NaN'},"['Here you are, sir. ']"
T_09,2,ROI_47.png,353664,614,576,0.199,"['t-t', 't-t', 'tintin']","[0.985, 0.95, 0.887]","[0.961, 0.935]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","['And yours! ', 'your health! ']"
T_09,2,ROI_48.png,386590,670,577,0.14,['tintin'],[0.905],[0.948],1,['1'],{0: 'tintin'},"['My dear old friends, how nice to see you again! ']"
T_09,3,ROI_50.png,282982,493,574,0.173,"['t-t', 't-t', 'tintin']","[0.98, 0.963, 0.891]",[0.918],1,['1'],{0: 'tintin'},"['well, going on 3 ']"
T_09,3,ROI_51.png,247968,432,574,0.33,['tintin'],[0.86],"[0.954, 0.884]",2,"['1', '2']","{0: 'tintin', 1: 'tintin'}","[""Everything's fine we've just been entrusted with a very important case. "", '0h?. ']"
T_09,3,ROI_52.png,222119,389,571,0.369,['tintin'],[0.908],"[0.886, 0.828]",2,[],"{0: 'NaN', 1: 'NaN'}","['To be precise a very.. er important case. ', 'oh?. ']"
T_09,3,ROI_53.png,223832,392,571,0.401,"['t-t', 'tintin']","[0.956, 0.836]","[0.933, 0.686]",2,"['1', '2']","{0: 'tintin', 1: 't-t'}","[""Watch out for counterfeit coins! ' yes, I saw it. "", 'look Have you read this? ']"
T_09,3,ROI_54.png,305856,531,576,0.411,"['tintin', 't-t']","[0.953, 0.948]","[0.948, 0.815]",2,"['1', '2']","{0: 'tintin', 1: 't-t'}","['0h?. jolly good say, is it easy one of these fakes. ', 'Well, we two have been instruct- to clear this thing up. ']"
T_09,3,ROI_55.png,201825,351,575,0.423,['t-t'],[0.983],[0.898],1,['1'],{0: 't-t'},"['Oh, you know how it is. people like ourselves who have examined them can one in a flash, ']"
T_09,3,ROI_56.png,202527,351,577,0.136,['t-t'],[0.988],[0.949],1,['1'],{0: 't-t'},['waiter!. How much? ']
T_09,3,ROI_57.png,271082,469,578,0.298,['t-t'],[0.984],"[0.937, 0.75]",2,['1'],"{0: 't-t', 1: 'NaN'}","[""fifty. here's pence. But most people are easily fooled by them. "", 'Forty-five pence, sir. ']"
T_09,3,ROI_58.png,396968,694,572,0.227,"['t-t', 'tintin']","[0.961, 0.941]","[0.864, 0.826]",2,[],"{0: 'NaN', 1: 'NaN'}","['good gracious, me a dud fifty- pence piece. ', ""I'm sorry, sir.... ""]"
T_09,3,ROI_59.png,332346,579,574,0.0,['t-t'],[0.988],[],0,[],{},[]
T_09,3,ROI_60.png,257152,448,574,0.094,['t-t'],[0.982],"[0.91, 0.829]",2,['2'],"{0: 'NaN', 1: 't-t'}","['Thank you. ', 'there! ']"
T_09,3,ROI_61.png,409975,713,575,0.216,"['t-t', 't-t', 'snowy', 'tintin']","[0.979, 0.916, 0.911, 0.813]","[0.892, 0.618]",2,[],"{0: 'NaN', 1: 'NaN'}","['thanks ', ""you've nothing do, come along us we'll show you the papers already. in ""]"
T_09,3,ROI_62.png,397086,687,578,0.159,"['tintin', 't-t']","[0.922, 0.84]","[0.955, 0.954]",2,[],"{0: 'NaN', 1: 'NaN'}","[""But you put them. away yourself. ' "", 'where you those. papers? ']"
T_09,3,ROI_63.png,191318,331,578,0.127,[],['NONE'],[0.889],1,[],{0: 'NaN'},['UNKNOWN']
T_09,4,ROI_65.png,373388,646,578,0.0,[],['NONE'],[],0,[],{},[]
T_09,4,ROI_66.png,635904,1104,576,0.281,['tintin'],[0.807],"[0.887, 0.822]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""What's that? "", ""That?. Police Headquarters. They are things taken from a body found in the sea. Did you notice? He had five coins. on him, don't you think 2 ""]"
T_09,4,ROI_67.png,207936,361,576,0.226,['tintin'],[0.887],[0.938],1,['1'],{0: 'tintin'},['very odded may I 2 ']
T_09,4,ROI_68.png,465740,803,580,0.146,['t-t'],[0.871],"[0.922, 0.827, 0.627]",3,['3'],"{0: 'NaN', 1: 'NaN', 2: 't-t'}","[""I'll be back in a "", '!', '?']"
T_09,4,ROI_69.png,327175,569,575,0.0,"['tintin', 'snowy']","[0.894, 0.714]",[],0,[],{},[]
T_09,4,ROI_70.png,320187,553,579,0.082,['t-t'],[0.957],[0.673],1,[],{0: 'NaN'},"[""I'm going after him. ""]"
T_09,4,ROI_71.png,371654,643,578,0.112,['t-t'],[0.982],[0.771],1,['1'],{0: 't-t'},"[""What's bitten him. ""]"
T_09,4,ROI_72.png,308200,536,575,0.13,['t-t'],[0.967],[0.833],1,['1'],{0: 't-t'},['Good gracious. live. forgotten my stick! ']
T_09,4,ROI_73.png,270036,468,577,0.143,[],['NONE'],[0.927],1,[],{0: 'NaN'},"[""Good gracious. He's forgotten his stick! ""]"
T_09,4,ROI_74.png,221375,385,575,0.0,['t-t'],[0.963],[],0,[],{},[]
T_09,4,ROI_75.png,177139,307,577,0.0,['t-t'],[0.987],[],0,[],{},[]
T_09,4,ROI_76.png,316825,551,575,0.0,['t-t'],[0.889],[],0,[],{},[]
T_09,5,ROI_78.png,249984,434,576,0.0,"['tintin', 'snowy']","[0.867, 0.774]",[],0,[],{},[]
T_09,5,ROI_79.png,385825,671,575,0.131,"['t-t', 't-t']","[0.967, 0.956]","[0.907, 0.871]",2,"['1', '2']","{0: 't-t', 1: 't-t'}","['There he is! ', ""we've caught him up. ""]"
T_09,5,ROI_80.png,350676,612,573,0.245,"['t-t', 'tintin']","[0.924, 0.885]",[0.913],1,[],{0: 'NaN'},"[""well, the scrap of paper among those things found on the drowned man come's from the label tin ""]"
T_09,5,ROI_81.png,449106,777,578,0.324,"['tintin', 'snowy']","[0.926, 0.761]",[0.695],1,['1'],{0: 'tintin'},"['and was holding the very tin from which it was torn, just before met you. here we are. threw it into that that one ']"
T_09,5,ROI_82.png,558156,964,579,0.207,"['tintin', 'snowy', 't-t', 't-t']","[0.913, 0.896, 0.895, 0.786]","[0.953, 0.782]",2,['1'],"{0: 'snowy', 1: 'NaN'}","[""Tintin. Aren't you rummaging in dust bins. like a common mongrel. off "", 'one moment, please. ']"
T_09,5,ROI_83.png,320790,555,578,0.311,"['t-t', 't-t', 'tintin']","[0.958, 0.958, 0.92]",[0.83],1,['1'],{0: 'tintin'},"[""it's gone yet i remember quite clearly. ""]"
T_09,5,ROI_84.png,257210,445,578,0.131,['t-t'],[0.982],[0.81],1,['1'],{0: 't-t'},['open your sack! ']
T_09,5,ROI_85.png,414000,720,575,0.075,"['t-t', 't-t', 'tintin']","[0.929, 0.921, 0.854]",[0.899],1,['1'],{0: 'tintin'},"[""no, it's not here. ""]"
T_09,5,ROI_86.png,294912,512,576,0.216,"['t-t', 't-t']","[0.985, 0.976]","[0.947, 0.937]",2,['2'],"{0: 'NaN', 1: 't-t'}","[""To be pre- cise ' it's fishy "", ""That's odd ; fact, it's fishy. ""]"
T_09,5,ROI_87.png,451214,782,577,0.238,['snowy'],[0.78],"[0.902, 0.883]",2,[],"{0: 'NaN', 1: 'NaN'}","['Those chaps absolutely are daft! they are looking an empty a crab. tin. ', ""What's all the fuss. about? ""]"
T_09,5,ROI_88.png,251140,433,580,0.189,[],['NONE'],[0.822],1,[],{0: 'NaN'},['a are they. indeed! ']
T_09,6,ROI_90.png,366395,635,577,0.0,"['tintin', 'snowy']","[0.917, 0.851]",[],0,[],{},[]
T_09,6,ROI_91.png,158098,274,577,0.0,['tintin'],[0.872],[],0,[],{},[]
T_09,6,ROI_92.png,280999,487,577,0.0,['snowy'],[0.718],[],0,[],{},[]
T_09,6,ROI_93.png,190325,331,575,0.099,['tintin'],[0.913],[0.949],1,['1'],{0: 'tintin'},['0 0- ']
T_09,6,ROI_94.png,259522,449,578,0.317,['tintin'],[0.864],[0.964],1,[],{0: 'NaN'},"[""aha' that's interesting there's some athing written. here in pencil, almost obliterated by the water. ""]"
T_09,6,ROI_95.png,445251,769,579,0.091,['tintin'],[0.922],[0.746],1,[],{0: 'NaN'},['must look at this through magnifying glass. ']
T_09,6,ROI_96.png,303282,522,581,0.0,['tintin'],[0.825],[],0,[],{},[]
T_09,6,ROI_97.png,264266,458,577,0.0,['tintin'],[0.848],[],0,[],{},[]
T_09,6,ROI_98.png,232875,405,575,0.044,['tintin'],[0.888],[0.865],1,['1'],{0: 'tintin'},['UNKNOWN']
T_09,6,ROI_99.png,249841,433,577,0.223,"['tintin', 'snowy']","[0.838, 0.785]",[0.86],1,['1'],{0: 'tintin'},['gnawing a bone. again? where did this one come from ']
